Type,Price,Location,Baths,Area,Beds,Lat,Lng
Upper Portion,PKR42 Thousand,"Fazaia Housing Scheme, Lahore, Punjab",3,10 Marla,3,31.37045669999999,74.239942
Upper Portion,PKR50 Thousand,"DHA Defence, Lahore, Punjab",2,10 Marla,2,31.4676379,74.3807788
Upper Portion,PKR32 Thousand,"DHA Defence, Lahore, Punjab",1,10 Marla,2,31.4676379,74.3807788
Room,PKR14 Thousand,"Anarkali, Lahore, Punjab",1,0.4 Marla,1,31.5698132,74.31201539999999
House,PKR40 Thousand,"Bedian Road, Lahore, Punjab",5,10 Marla,4,31.4581407,74.4413685
Upper Portion,PKR70 Thousand,"Wapda Town, Lahore, Punjab",3,1 Kanal,3,31.4311985,74.26435819999999
Room,PKR10 Thousand,"Allama Iqbal Town, Lahore, Punjab",-,10 Marla,-,31.512412,74.2844714
Flat,PKR75 Thousand,"Askari, Lahore, Punjab",3,12.4 Marla,3,31.4942473,74.3836719
Upper Portion,PKR30 Thousand,"Bahria Orchard, Lahore, Punjab",3,5 Marla,2,31.3181216,74.2111003
Lower Portion,PKR33 Thousand,"Johar Town, Lahore, Punjab",2,5 Marla,1,31.469693,74.27284610000001
House,PKR75 Thousand,"Mohafiz Town, Lahore, Punjab",5,10 Marla,4,31.3920038,74.2729513
House,PKR1.25 Lakh,"Jail Road, Lahore, Punjab",8,5 Marla,8,31.5388622,74.3357285
House,PKR60 Thousand,"DHA 11 Rahbar, Lahore, Punjab",3,5 Marla,3,31.3837953,74.2756066
Room,PKR5 Thousand,"Gulberg, Lahore, Punjab",1,0.7 Marla,1,31.5164883,74.3499496
Upper Portion,PKR75 Thousand,"Johar Town, Lahore, Punjab",-,1 Kanal,-,31.469693,74.27284610000001
House,PKR1.5 Lakh,"PCSIR Housing Scheme, Lahore, Punjab",7,1 Kanal,8,31.4562075,74.3015563
House,PKR60 Thousand,"Park View City, Lahore, Punjab",4,6 Marla,4,31.4527726,74.2025244
Upper Portion,PKR52 Thousand,"Allama Iqbal Town, Lahore, Punjab",3,11 Marla,4,31.512412,74.2844714
Room,PKR10 Thousand,"West Wood Housing Society, Lahore, Punjab",1,1.3 Marla,1,31.4636698,74.238617
Flat,PKR1.1 Lakh,"DHA Defence, Lahore, Punjab",2,4.3 Marla,1,31.4676379,74.3807788
Upper Portion,PKR45 Thousand,"Military Accounts Housing Society, Lahore, Punjab",3,8 Marla,3,31.42053739999999,74.28395309999999
Upper Portion,PKR55 Thousand,"PCSIR Staff Colony, Lahore, Punjab",3,18 Marla,3,31.4292593,74.28688679999999
Flat,PKR45 Thousand,"Bahria Town, Lahore, Punjab",1,2.7 Marla,1,31.3694884,74.1768412
Upper Portion,PKR35 Thousand,"Eden, Lahore, Punjab",-,7 Marla,2,31.4639288,74.2170853
Lower Portion,PKR35 Thousand,"Chah Miran, Lahore, Punjab",3,5 Marla,4,31.58930579999999,74.3426179
House,PKR48 Thousand,"Dubai Town, Lahore, Punjab",4,5 Marla,4,31.4148873,74.2333395
Room,PKR13 Thousand,"Johar Town, Lahore, Punjab",6,2 Marla,6,31.469693,74.27284610000001
House,PKR40 Thousand,"Paragon City, Lahore, Punjab",3,5 Marla,3,31.5296195,74.4554936
Upper Portion,PKR92 Thousand,"DHA Defence, Lahore, Punjab",-,1.2 Kanal,-,31.4676379,74.3807788
Lower Portion,PKR12 Thousand,"Aashiana Road, Lahore, Punjab",1,3 Marla,2,31.4275659,74.3815609
Lower Portion,PKR86 Thousand,"Johar Town, Lahore, Punjab",-,1 Kanal,-,31.469693,74.27284610000001
House,PKR1.75 Lakh,"DHA Defence, Lahore, Punjab",5,1.3 Kanal,5,31.4676379,74.3807788
Flat,PKR45 Thousand,"DHA Defence, Lahore, Punjab",2,4 Marla,1,31.4676379,74.3807788
Upper Portion,PKR45 Thousand,"Gulberg, Lahore, Punjab",1,1 Kanal,1,31.5164883,74.3499496
Upper Portion,PKR75 Thousand,"Model Town, Lahore, Punjab",3,1 Kanal,3,31.4804642,74.3239342
Upper Portion,PKR70 Thousand,"Model Town, Lahore, Punjab",3,1 Kanal,3,31.4804642,74.3239342
Flat,PKR85 Thousand,"Askari, Lahore, Punjab",3,10 Marla,3,31.4942473,74.3836719
House,PKR2 Lakh,"DHA Defence, Lahore, Punjab",6,1 Kanal,5,31.4676379,74.3807788
Upper Portion,PKR15 Thousand,"Hamza Town, Lahore, Punjab",2,6 Marla,2,31.3575636,74.3790915
Upper Portion,PKR70 Thousand,"Model Town, Lahore, Punjab",3,1 Kanal,3,31.4804642,74.3239342
Room,PKR9 Thousand,"State Life Housing Society, Lahore, Punjab",-,0.5 Marla,-,31.4429184,74.4019965
Upper Portion,PKR40 Thousand,"Government Employees Cooperative Housing Society (GECHS), Lahore, Punjab",2,10 Marla,2,31.4431825,74.28688679999999
House,PKR2.5 Lakh,"Cantt, Lahore, Punjab",6,1 Kanal,5,31.5196113,74.388925
House,PKR1.1 Lakh,"Askari, Lahore, Punjab",5,1 Kanal,5,31.4942473,74.3836719
Upper Portion,PKR15 Thousand,"Hamza Town, Lahore, Punjab",2,6 Marla,2,31.3575636,74.3790915
Upper Portion,PKR70 Thousand,"Model Town, Lahore, Punjab",3,1 Kanal,3,31.4804642,74.3239342
Room,PKR9 Thousand,"State Life Housing Society, Lahore, Punjab",-,0.5 Marla,-,31.4429184,74.4019965
Upper Portion,PKR40 Thousand,"Government Employees Cooperative Housing Society (GECHS), Lahore, Punjab",2,10 Marla,2,31.4431825,74.28688679999999
House,PKR2.5 Lakh,"Cantt, Lahore, Punjab",6,1 Kanal,5,31.5196113,74.388925
House,PKR1.1 Lakh,"Askari, Lahore, Punjab",5,1 Kanal,5,31.4942473,74.3836719
House,PKR32 Thousand,"Wagha Town, Lahore, Punjab",3,5 Marla,2,31.5983374,74.42618209999999
Lower Portion,PKR50 Thousand,"Hajvery Housing Scheme, Lahore, Punjab",3,1 Kanal,3,31.5726401,74.448899
Flat,PKR20 Thousand,"Shabbir Town, Lahore, Punjab",2,4 Marla,2,31.4558061,74.23945619999999
Lower Portion,PKR16 Thousand,"Shalimar Link Road, Lahore, Punjab",2,5 Marla,2,31.5729711,74.3811117
Lower Portion,PKR50 Thousand,"Nasheman-e-Iqbal, Lahore, Punjab",3,10 Marla,3,31.4328323,74.2487451
Lower Portion,PKR30 Thousand,"Punjab University Employees Society, Lahore, Punjab",1,5 Marla,1,31.4269467,74.24067560000002
Flat,PKR55 Thousand,"Main Canal Bank Road, Lahore, Punjab",2,4.3 Marla,2,31.5442078,74.3501562
House,PKR50 Thousand,"Gulberg, Lahore, Punjab",4,1 Kanal,1,31.5164883,74.3499496
Upper Portion,PKR35 Thousand,"Bait-ul-Raza Colony, Lahore, Punjab",2,12 Marla,2,31.5300469,74.2887203
Lower Portion,PKR50 Thousand,"Johar Town, Lahore, Punjab",2,4 Marla,2,31.469693,74.27284610000001
House,PKR55 Thousand,"Mohlanwal, Lahore, Punjab",4,14 Marla,3,31.4071838,74.1445487
House,PKR17 Thousand,"Lahore Motorway City, Lahore, Punjab",2,5 Marla,2,31.51108799999999,74.3219132
House,PKR1.65 Lakh,"State Life Housing Society, Lahore, Punjab",6,1 Kanal,5,31.4429184,74.4019965
House,PKR1.2 Lakh,"IEP Engineers Town, Lahore, Punjab",4,2 Kanal,3,31.4065037,74.29422079999999
House,PKR30 Thousand,"Audit & Accounts Housing Society, Lahore, Punjab",2,5 Marla,2,31.5203696,74.35874729999999
Lower Portion,PKR40 Thousand,"Bahria Town, Lahore, Punjab",3,10 Marla,3,31.3694884,74.1768412
Upper Portion,PKR43 Thousand,"Bahria Town, Lahore, Punjab",3,8 Marla,3,31.3694884,74.1768412
House,PKR80 Thousand,"Bahria Town, Lahore, Punjab",5,10 Marla,4,31.3694884,74.1768412
Lower Portion,PKR40 Thousand,"Bahria Town, Lahore, Punjab",2,10 Marla,2,31.3694884,74.1768412
House,PKR70 Thousand,"Bahria Town, Lahore, Punjab",-,5 Marla,-,31.3694884,74.1768412
House,PKR60 Thousand,"Tariq Gardens, Lahore, Punjab",4,5 Marla,3,31.4196459,74.2546136
Upper Portion,PKR28 Thousand,"Wapda Town, Lahore, Punjab",2,5 Marla,2,31.4311985,74.26435819999999
House,PKR35 Thousand,"Ali View Park, Lahore, Punjab",3,2 Marla,3,31.494257,74.4005306
House,PKR25 Thousand,"Ghous Garden, Lahore, Punjab",3,3 Marla,3,31.5866955,74.4759378
Upper Portion,PKR33 Thousand,"Johar Town, Lahore, Punjab",2,5 Marla,2,31.469693,74.27284610000001
Flat,PKR18 Thousand,"Military Accounts Housing Society, Lahore, Punjab",2,4 Marla,2,31.42053739999999,74.28395309999999
Upper Portion,PKR25 Thousand,"Shalimar Town, Lahore, Punjab",2,5 Marla,3,31.5864535,74.3866039
Flat,PKR20 Thousand,"Eden, Lahore, Punjab",1,3 Marla,2,31.4639288,74.2170853
Upper Portion,PKR65 Thousand,"Fazaia Housing Scheme, Lahore, Punjab",-,1 Kanal,3,31.37045669999999,74.239942
Upper Portion,PKR30 Thousand,"Bahria Town, Lahore, Punjab",2,5 Marla,2,31.3694884,74.1768412
House,PKR55 Thousand,"Bahria Town, Lahore, Punjab",5,5 Marla,4,31.3694884,74.1768412
Flat,PKR60 Thousand,"DHA Defence, Lahore, Punjab",2,4.5 Marla,2,31.4676379,74.3807788
Lower Portion,PKR18 Thousand,"Zubaida Park, Lahore, Punjab",1,5 Marla,1,31.5326833,74.28992219999999
Lower Portion,PKR25 Thousand,"Al Jalil Garden, Lahore, Punjab",2,5 Marla,1,31.5921767,74.2144268
House,PKR96 Thousand,"Samanabad, Lahore, Punjab",4,10 Marla,4,31.5335676,74.298797
House,PKR60 Thousand,"Jail Road, Lahore, Punjab",3,5 Marla,3,31.5388622,74.3357285
Upper Portion,PKR30 Thousand,"Bahria Town, Lahore, Punjab",3,5 Marla,2,31.3694884,74.1768412
House,PKR75 Thousand,"Bahria Town, Lahore, Punjab",4,5 Marla,3,31.3694884,74.1768412
Room,PKR16 Thousand,"Mozang, Lahore, Punjab",1,1.8 Marla,1,31.5596506,74.3137526
Lower Portion,PKR35 Thousand,"Johar Town, Lahore, Punjab",2,5 Marla,2,31.469693,74.27284610000001
Upper Portion,PKR65 Thousand,"Gulberg, Lahore, Punjab",3,14 Marla,3,31.5164883,74.3499496
Upper Portion,PKR80 Thousand,"DHA Defence, Lahore, Punjab",4,1 Kanal,3,31.4676379,74.3807788
Upper Portion,PKR75 Thousand,"DHA Defence, Lahore, Punjab",4,1 Kanal,3,31.4676379,74.3807788
Upper Portion,PKR30 Thousand,"Johar Town, Lahore, Punjab",1,10 Marla,2,31.469693,74.27284610000001
Upper Portion,PKR50 Thousand,"Allama Iqbal Town, Lahore, Punjab",3,10 Marla,3,31.512412,74.2844714
Upper Portion,PKR16.5 Thousand,"Mohlanwal Scheme, Lahore, Punjab",1,3 Marla,1,31.4037431,74.172438
Lower Portion,PKR36 Thousand,"Punjab University Employees Society, Lahore, Punjab",2,7 Marla,2,31.4269467,74.24067560000002
Room,PKR8 Thousand,"TIP Housing Society, Lahore, Punjab",1,10 Marla,1,31.3849627,74.2612154
Lower Portion,PKR45 Thousand,"DHA 11 Rahbar, Lahore, Punjab",2,8 Marla,2,31.3837953,74.2756066
Upper Portion,PKR30 Thousand,"DHA 11 Rahbar, Lahore, Punjab",2,8 Marla,2,31.3837953,74.2756066
Flat,PKR20 Thousand,"Harbanspura, Lahore, Punjab",2,3 Marla,2,31.576079,74.42618209999999
Upper Portion,PKR75 Thousand,"DHA Defence, Lahore, Punjab",4,1 Kanal,3,31.4676379,74.3807788
House,PKR14 Lakh,"Gulshan-e-Ahbab, Lahore, Punjab",-,1 Kanal,10,31.44685449999999,74.20802739999999
Flat,PKR65 Thousand,"DHA Defence, Lahore, Punjab",1,4 Marla,2,31.4676379,74.3807788
House,PKR2.9 Lakh,"DHA Defence, Lahore, Punjab",-,1 Kanal,-,31.4676379,74.3807788
Upper Portion,PKR75 Thousand,"Sui Gas Housing Society, Lahore, Punjab",4,1 Kanal,3,31.3388255,74.2051202
Lower Portion,PKR60 Thousand,"Johar Town, Lahore, Punjab",3,12 Marla,2,31.469693,74.27284610000001
House,PKR90 Thousand,"Johar Town, Lahore, Punjab",3,10 Marla,3,31.469693,74.27284610000001
Room,PKR18 Thousand,"UMT Society, Lahore, Punjab",1,5 Marla,1,31.4511418,74.2924791
Upper Portion,PKR45 Thousand,"Wapda Town, Lahore, Punjab",4,10 Marla,3,31.4311985,74.26435819999999
House,PKR1.3 Lakh,"Tariq Gardens, Lahore, Punjab",6,10 Marla,5,31.4196459,74.2546136
Lower Portion,PKR28 Thousand,"Johar Town, Lahore, Punjab",2,5 Marla,2,31.469693,74.27284610000001
House,PKR50 Thousand,"Mohafiz Town, Lahore, Punjab",4,15 Marla,3,31.3920038,74.2729513
Lower Portion,PKR28 Thousand,"Johar Town, Lahore, Punjab",2,5 Marla,2,31.469693,74.27284610000001
Lower Portion,PKR35 Thousand,"Johar Town, Lahore, Punjab",2,5 Marla,2,31.469693,74.27284610000001
House,PKR45 Thousand,"Harbanspura, Lahore, Punjab",4,4 Marla,4,31.576079,74.42618209999999
House,PKR50 Thousand,"Eden, Lahore, Punjab",2,5 Marla,3,31.4639288,74.2170853
House,PKR48 Thousand,"Military Accounts Housing Society, Lahore, Punjab",4,4 Marla,3,31.42053739999999,74.28395309999999
House,PKR1.7 Lakh,"DHA Defence, Lahore, Punjab",7,1 Kanal,6,31.4676379,74.3807788
Lower Portion,PKR28 Thousand,"Johar Town, Lahore, Punjab",2,5 Marla,2,31.469693,74.27284610000001
Lower Portion,PKR35 Thousand,"Johar Town, Lahore, Punjab",2,5 Marla,2,31.469693,74.27284610000001
House,PKR45 Thousand,"Harbanspura, Lahore, Punjab",4,4 Marla,4,31.576079,74.42618209999999
House,PKR50 Thousand,"Eden, Lahore, Punjab",2,5 Marla,3,31.4639288,74.2170853
House,PKR48 Thousand,"Military Accounts Housing Society, Lahore, Punjab",4,4 Marla,3,31.42053739999999,74.28395309999999
House,PKR1.7 Lakh,"DHA Defence, Lahore, Punjab",7,1 Kanal,6,31.4676379,74.3807788
Room,PKR15 Thousand,"Chauburji Chowk, Lahore, Punjab",1,1.1 Marla,1,31.5540119,74.3051963
Upper Portion,PKR2.36 Lakh,"Noor Jahan Road, Lahore, Punjab",2,1 Kanal,2,31.5091884,74.3442404
Upper Portion,PKR24 Thousand,"Canal Garden, Lahore, Punjab",2,5 Marla,2,31.3886132,74.17390569999999
Lower Portion,PKR14 Thousand,"Samanabad, Lahore, Punjab",1,3 Marla,1,31.5335676,74.298797
Upper Portion,PKR25 Thousand,"Cantt, Lahore, Punjab",-,6 Marla,2,31.5196113,74.388925
Upper Portion,PKR25 Thousand,"Nasheman-e-Iqbal, Lahore, Punjab",2,5 Marla,2,31.4328323,74.2487451
House,PKR85 Thousand,"DHA Defence, Lahore, Punjab",5,8 Marla,4,31.4676379,74.3807788
Upper Portion,PKR35 Thousand,"Nasheman-e-Iqbal, Lahore, Punjab",2,5 Marla,2,31.4328323,74.2487451
House,PKR75 Thousand,"DHA Defence, Lahore, Punjab",4,5 Marla,3,31.4676379,74.3807788
House,PKR45 Thousand,"Harbanspura, Lahore, Punjab",4,4 Marla,4,31.576079,74.42618209999999
Upper Portion,PKR70 Thousand,"UET Housing Society, Lahore, Punjab",3,1 Kanal,3,31.4082952,74.2751517
Upper Portion,PKR30 Thousand,"Johar Town, Lahore, Punjab",2,5 Marla,2,31.469693,74.27284610000001
Lower Portion,PKR40 Thousand,"Sabzazar Scheme, Lahore, Punjab",3,10 Marla,3,31.5208886,74.2700521
Flat,PKR1.75 Lakh,"DHA Defence, Lahore, Punjab",3,7.2 Marla,2,31.4676379,74.3807788
Upper Portion,PKR68 Thousand,"Raiwind Road, Lahore, Punjab",3,14 Marla,3,31.3689001,74.2325105
Upper Portion,PKR18.5 Thousand,"Baghbanpura, Lahore, Punjab",2,5 Marla,2,31.5849905,74.3748754
House,PKR48 Thousand,"GT Road, Lahore, Punjab",-,5 Marla,4,31.5906928,74.4403969
House,PKR45 Thousand,"GT Road, Lahore, Punjab",4,4 Marla,4,31.5906928,74.4403969
Room,PKR18 Thousand,"Johar Town, Lahore, Punjab",1,7 Marla,1,31.469693,74.27284610000001
House,PKR85 Thousand,"Bahria Town, Lahore, Punjab",6,10 Marla,5,31.3694884,74.1768412
Upper Portion,PKR65 Thousand,"Wapda Town, Lahore, Punjab",3,1 Kanal,3,31.4311985,74.26435819999999
Lower Portion,PKR28 Thousand,"Allama Iqbal Town, Lahore, Punjab",2,8 Marla,2,31.512412,74.2844714
Flat,PKR27 Thousand,"Valencia Housing Society, Lahore, Punjab",2,4 Marla,3,31.403247,74.25603570000001
Upper Portion,PKR32 Thousand,"Allama Iqbal Town, Lahore, Punjab",2,10 Marla,2,31.512412,74.2844714
House,PKR45 Thousand,"GT Road, Lahore, Punjab",5,16 Marla,8,31.5906928,74.4403969
Lower Portion,PKR55 Thousand,"Raiwind Road, Lahore, Punjab",4,1 Kanal,3,31.3689001,74.2325105
Upper Portion,PKR32 Thousand,"Johar Town, Lahore, Punjab",2,5 Marla,2,31.469693,74.27284610000001
Upper Portion,PKR55 Thousand,"Johar Town, Lahore, Punjab",4,1 Kanal,3,31.469693,74.27284610000001
Upper Portion,PKR60 Thousand,"PCSIR Staff Colony, Lahore, Punjab",3,1 Kanal,3,31.4292593,74.28688679999999
House,PKR60 Thousand,"Johar Town, Lahore, Punjab",3,5 Marla,3,31.469693,74.27284610000001
Flat,PKR40 Thousand,"Johar Town, Lahore, Punjab",-,3.3 Marla,-,31.469693,74.27284610000001
House,PKR28 Thousand,"Bahria Nasheman, Lahore, Punjab",1,6 Marla,2,31.3190793,74.4034624
Room,PKR15 Thousand,"McLeod Road, Lahore, Punjab",1,0.7 Marla,1,31.5684148,74.3267112
House,PKR45 Thousand,"Samanabad, Lahore, Punjab",6,5 Marla,4,31.5335676,74.298797
House,PKR1.35 Lakh,"Model Town, Lahore, Punjab",5,1 Kanal,5,31.4804642,74.3239342
House,PKR79 Thousand,"DHA Defence, Lahore, Punjab",3,10 Marla,4,31.4676379,74.3807788
Flat,PKR80 Thousand,"Askari, Lahore, Punjab",4,10 Marla,3,31.4942473,74.3836719
House,PKR55 Thousand,"Johar Town, Lahore, Punjab",5,5 Marla,5,31.469693,74.27284610000001
Upper Portion,PKR55 Thousand,"Johar Town, Lahore, Punjab",3,1 Kanal,3,31.469693,74.27284610000001
Upper Portion,PKR50 Thousand,"Bahria Town, Lahore, Punjab",2,8 Marla,2,31.3694884,74.1768412
Upper Portion,PKR75 Thousand,"Model Town, Lahore, Punjab",3,1 Kanal,3,31.4804642,74.3239342
Room,PKR10 Thousand,"Upper Mall, Lahore, Punjab",1,1 Marla,1,31.543476,74.3543485
House,PKR55 Thousand,"DHA Defence, Lahore, Punjab",4,5 Marla,3,31.4676379,74.3807788
Lower Portion,PKR40 Thousand,"Punjab University Employees Society, Lahore, Punjab",3,8 Marla,2,31.4269467,74.24067560000002
Upper Portion,PKR45 Thousand,"Gulshan-e-Ravi, Lahore, Punjab",2,12 Marla,2,31.552197,74.2795524
House,PKR60 Thousand,"Tariq Gardens, Lahore, Punjab",3,5 Marla,3,31.4196459,74.2546136
Flat,PKR20 Thousand,"Eden, Lahore, Punjab",2,3 Marla,2,31.4639288,74.2170853
Flat,PKR22 Thousand,"Eden, Lahore, Punjab",1,2.9 Marla,2,31.4639288,74.2170853
Lower Portion,PKR35 Thousand,"Punjab University Employees Society, Lahore, Punjab",3,7 Marla,2,31.4269467,74.24067560000002
Lower Portion,PKR35 Thousand,"Saadi Park, Lahore, Punjab",1,6 Marla,3,31.551768,74.3121879
Upper Portion,PKR25 Thousand,"Sodiwal, Lahore, Punjab",2,7 Marla,2,31.5350339,74.28688679999999
Upper Portion,PKR39 Thousand,"NFC 1, Lahore, Punjab",4,10 Marla,3,31.4159153,74.26928389999999
Upper Portion,PKR50 Thousand,"Canal View, Lahore, Punjab",3,1 Kanal,3,31.4781106,74.2546136
House,PKR25 Thousand,"Sabzazar Scheme, Lahore, Punjab",2,2.5 Marla,3,31.5208886,74.2700521
Upper Portion,PKR60 Thousand,"DHA Defence, Lahore, Punjab",1,1 Kanal,1,31.4676379,74.3807788
House,PKR70 Thousand,"DHA Defence, Lahore, Punjab",3,5 Marla,4,31.4676379,74.3807788
Upper Portion,PKR45 Thousand,"Nasheman-e-Iqbal, Lahore, Punjab",3,12 Marla,3,31.4328323,74.2487451
Upper Portion,PKR70 Thousand,"OPF Housing Scheme, Lahore, Punjab",4,1 Kanal,3,31.4230055,74.2370076
House,PKR50 Thousand,"Park View City, Lahore, Punjab",3,5 Marla,4,31.4527726,74.2025244
Room,PKR15 Thousand,"Fateh Garh, Lahore, Punjab",2,1 Marla,2,31.571952,74.4041953
House,PKR60 Thousand,"Alfalah Town, Lahore, Punjab",4,5 Marla,3,31.479745,74.415463
House,PKR60 Thousand,"Park View City, Lahore, Punjab",4,5 Marla,4,31.4527726,74.2025244
Upper Portion,PKR20 Thousand,"IEP Engineers Town, Lahore, Punjab",2,10 Marla,2,31.4065037,74.29422079999999
House,PKR4.3 Lakh,"DHA Defence, Lahore, Punjab",5,1 Kanal,5,31.4676379,74.3807788
House,PKR1.05 Lakh,"Wapda Town, Lahore, Punjab",5,10 Marla,4,31.4311985,74.26435819999999
House,PKR1.25 Lakh,"Tariq Gardens, Lahore, Punjab",6,10 Marla,5,31.4196459,74.2546136
Upper Portion,PKR40 Thousand,"Gulshan-e-Ravi, Lahore, Punjab",2,10 Marla,2,31.552197,74.2795524
Flat,PKR50 Thousand,"Main Canal Bank Road, Lahore, Punjab",2,4.2 Marla,2,31.5442078,74.3501562
Flat,PKR35 Thousand,"Shadman, Lahore, Punjab",1,1.8 Marla,1,31.5377616,74.3308864
House,PKR1.05 Lakh,"Wapda Town, Lahore, Punjab",5,10 Marla,4,31.4311985,74.26435819999999
House,PKR1.25 Lakh,"Tariq Gardens, Lahore, Punjab",6,10 Marla,5,31.4196459,74.2546136
Upper Portion,PKR40 Thousand,"Gulshan-e-Ravi, Lahore, Punjab",2,10 Marla,2,31.552197,74.2795524
Flat,PKR50 Thousand,"Main Canal Bank Road, Lahore, Punjab",2,4.2 Marla,2,31.5442078,74.3501562
Flat,PKR35 Thousand,"Shadman, Lahore, Punjab",1,1.8 Marla,1,31.5377616,74.3308864
Lower Portion,PKR50 Thousand,"Park View City, Lahore, Punjab",3,5 Marla,4,31.4527726,74.2025244
House,PKR2.5 Lakh,"Valencia Housing Society, Lahore, Punjab",-,2 Kanal,7,31.403247,74.25603570000001
House,PKR2.5 Lakh,"DHA Defence, Lahore, Punjab",5,1 Kanal,5,31.4676379,74.3807788
Lower Portion,PKR1.7 Lakh,"DHA Defence, Lahore, Punjab",3,1 Kanal,3,31.4676379,74.3807788
Lower Portion,PKR25 Thousand,"Chinar Bagh, Lahore, Punjab",3,10 Marla,3,31.3232557,74.240955
Farm House,PKR40 Thousand,"Bedian Road, Lahore, Punjab",2,2 Kanal,1,31.4581407,74.4413685
Lower Portion,PKR32 Thousand,"Johar Town, Lahore, Punjab",2,5 Marla,1,31.469693,74.27284610000001
Lower Portion,PKR45 Thousand,"Faisal Town, Lahore, Punjab",2,7 Marla,2,31.4760114,74.3044879
Lower Portion,PKR42 Thousand,"Faisal Town, Lahore, Punjab",2,7 Marla,2,31.4760114,74.3044879
Upper Portion,PKR45 Thousand,"Johar Town, Lahore, Punjab",2,10 Marla,2,31.469693,74.27284610000001
Lower Portion,PKR42 Thousand,"Faisal Town, Lahore, Punjab",2,7 Marla,2,31.4760114,74.3044879
House,PKR15 Thousand,"Ring Road, Lahore, Punjab",3,5 Marla,3,31.5388036,74.2648567
House,PKR70 Thousand,"Paragon City, Lahore, Punjab",4,5 Marla,3,31.5296195,74.4554936
Flat,PKR26 Thousand,"PIA Main Boulevard, Lahore, Punjab",1,2 Marla,1,31.4476958,74.2820224
Lower Portion,PKR20 Thousand,"Ichhra, Lahore, Punjab",1,3 Marla,2,31.5313323,74.3183222
Upper Portion,PKR26 Thousand,"Iqbal Park, Lahore, Punjab",2,5 Marla,2,31.4884336,74.37890709999999
Upper Portion,PKR13 Thousand,"Ferozepur Road, Lahore, Punjab",1,5 Marla,2,31.4075498,74.360282
House,PKR40 Thousand,"Eden, Lahore, Punjab",2,5 Marla,3,31.4639288,74.2170853
House,PKR62 Thousand,"DHA 11 Rahbar, Lahore, Punjab",4,5 Marla,3,31.3837953,74.2756066
Farm House,PKR1.5 Lakh,"Heir, Lahore, Punjab",4,8 Kanal,4,31.40498179999999,74.4950564
Flat,PKR40 Thousand,"Bahria Town, Lahore, Punjab",1,2.2 Marla,1,31.3694884,74.1768412
House,PKR50 Thousand,"Bahria Town, Lahore, Punjab",3,5 Marla,3,31.3694884,74.1768412
House,PKR25 Thousand,"Audit & Accounts Housing Society, Lahore, Punjab",1,4 Marla,2,31.5203696,74.35874729999999
House,PKR42 Thousand,"Dream Avenue Lahore, Lahore, Punjab",4,3.5 Marla,3,31.4030926,74.2392084
Upper Portion,PKR55 Thousand,"Valencia Housing Society, Lahore, Punjab",3,1 Kanal,3,31.403247,74.25603570000001
Lower Portion,PKR50 Thousand,"Nasheman-e-Iqbal, Lahore, Punjab",2,10 Marla,2,31.4328323,74.2487451
House,PKR35 Thousand,"Main Canal Bank Road, Lahore, Punjab",4,5 Marla,5,31.5442078,74.3501562
Lower Portion,PKR30 Thousand,"Sabzazar Scheme, Lahore, Punjab",2,5 Marla,2,31.5208886,74.2700521
House,PKR60 Thousand,"Sabzazar Scheme, Lahore, Punjab",4,5 Marla,5,31.5208886,74.2700521
House,PKR30 Thousand,"Raiwind Road, Lahore, Punjab",2,4 Marla,3,31.3689001,74.2325105
House,PKR15 Thousand,"Manga Mandi, Lahore, Punjab",2,5 Marla,3,31.3016316,74.06966729999999
House,PKR10 Thousand,"Manga Mandi, Lahore, Punjab",2,3 Marla,2,31.3016316,74.06966729999999
Upper Portion,PKR20 Thousand,"Wapda Town, Lahore, Punjab",1,5 Marla,2,31.4311985,74.26435819999999
Flat,PKR75 Thousand,"Askari, Lahore, Punjab",3,10 Marla,3,31.4942473,74.3836719
Upper Portion,PKR50 Thousand,"Bahria Town, Lahore, Punjab",3,10 Marla,3,31.3694884,74.1768412
Upper Portion,PKR26 Thousand,"Wapda Town, Lahore, Punjab",1,5 Marla,2,31.4311985,74.26435819999999
House,PKR35 Thousand,"Shershah Colony - Raiwind Road, Lahore, Punjab",4,3 Marla,3,31.3582862,74.2354641
Lower Portion,PKR37 Thousand,"Punjab University Employees Society, Lahore, Punjab",2,7 Marla,2,31.4269467,74.24067560000002
Upper Portion,PKR60 Thousand,"Punjab University Employees Society, Lahore, Punjab",4,1 Kanal,3,31.4269467,74.24067560000002
House,PKR52 Thousand,"Green Cap Housing Society, Lahore, Punjab",6,8 Marla,6,31.3981516,74.3536663
House,PKR80 Thousand,"Cantt, Lahore, Punjab",4,1 Kanal,4,31.5196113,74.388925
Flat,PKR35 Thousand,"GT Road, Lahore, Punjab",2,3 Marla,2,31.5906928,74.4403969
House,PKR53 Thousand,"DHA 11 Rahbar, Lahore, Punjab",4,5 Marla,3,31.3837953,74.2756066
Room,PKR20 Thousand,"Gulberg, Lahore, Punjab",1,1.1 Marla,1,31.5164883,74.3499496
House,PKR60 Thousand,"DHA Defence, Lahore, Punjab",5,5 Marla,4,31.4676379,74.3807788
House,PKR80 Thousand,"Cantt, Lahore, Punjab",4,1 Kanal,4,31.5196113,74.388925
Flat,PKR35 Thousand,"GT Road, Lahore, Punjab",2,3 Marla,2,31.5906928,74.4403969
